,Case Number,Year,Type,Country,Area,Activity,Sex,Age,Injury,Fatal (Y/N),Provoked
212,2016.09.18.c,2010's,Unprovoked,USA,Florida,Surfing,Undefined,16.0,Minor injury to thigh,No,
213,2016.09.18.b,2010's,Unprovoked,USA,Florida,Surfing,Undefined,36.0,Lacerations to hands,No,
214,2016.09.18.a,2010's,Unprovoked,USA,Florida,Surfing,Undefined,43.0,Lacerations to lower leg,No,
215,2016.09.17.b,2010's,Unprovoked,USA,California,Surfing,Undefined,43.0,"No injury, board bitten",No,
216,2016.09.17.a,2010's,Unprovoked,AUSTRALIA,Victoria,Surfing,Undefined,0.0,Struck by fin on chest & leg,No,
217,2016.09.1.a,2010's,Unprovoked,AUSTRALIA,Victoria,Surfing,Undefined,0.0,No injury: Knocked off board by shark,No,
218,2016.09.1.a,2010's,Boating,AUSTRALIA,Western Australia,Fishing,Unknown,0.0,Shark rammed boat. No injury to occupant,No,Unknown
219,2016.09.1.a,2010's,Unprovoked,USA,Florida,Wading,Undefined,0.0,Minor injury to arm,No,
220,2016.09.0.a,2010's,Unprovoked,USA,Hawaii,Swimming,Undefined,51.0,Severe lacerations to shoulder & forearm,No,
221,2016.09.0.a,2010's,Unprovoked,NEW CALEDONIA,North Province,Kite surfing,Undefined,50.0,FATAL,Yes,
222,2016.09.05.b,2010's,Unprovoked,USA,South Carolina,Boogie boarding,Undefined,12.0,Lacerations & punctures to lower right leg,No,
223,2016.09.05.a,2010's,Unprovoked,AUSTRALIA,Western Australia,Surfing,Undefined,0.0,"No inury, board broken in half by shark",No,
224,2016.09.0.a,2010's,Unprovoked,USA,Florida,Body boarding,Undefined,9.0,Foot bitten,No,
225,2016.09.0.a,2010's,Unprovoked,USA,California,Spearfishing,Undefined,22.0,Two toes broken & lacerated,No,
226,2016.09.0.a,2010's,Invalid,MEXICO,,Cage Diving,Unknown,0.0,"No injury to divers, white shark breached cage",Unknown,Unknown
227,2016.08.29.b,2010's,Unprovoked,USA,Florida,Surfing,Undefined,25.0,Lacerations to right foot,No,
228,2016.08.29.a,2010's,Unprovoked,USA,Florida,Surfing,Undefined,37.0,Minor injury to ankle,No,
229,2016.08.2.a,2010's,Unprovoked,REUNION,,Surfing,Undefined,20.0,"Right arm severed, ankle severely bitten ",No,
230,2016.08.2.a,2010's,Unprovoked,USA,Florida,Wading,Undefined,49.0,Minor injury to ankle,No,
231,2016.08.0.a,2010's,Unprovoked,BAHAMAS,New Providence Island,Snorkeling,Undefined,15.0,Lacerations to left leg,No,
232,2016.08.0.a,2010's,Unprovoked,USA,Hawaii,SUP Foil boarding,Undefined,21.0,"No inury, shark & board collided",No,
233,2016.08.0.a,2010's,Unprovoked,USA,Florida,Surfing,Undefined,22.0,Big toe bitten,No,
234,2016.07.2.a,2010's,Unprovoked,SPAIN,Alicante Province,Swimming,Undefined,40.0,Lacerations to right hand,No,
235,2016.07.2.a,2010's,Unprovoked,CHINA,Hong Kong,Swimming,Undefined,72.0,Lacerations to leg,No,
236,2016.07.2.a,2010's,Boating,AUSTRALIA,Western Australia,Kayaking,Undefined,0.0,"No injury, shark nudged kayak repeatedly",No,Unknown
237,2016.07.2.a,2010's,Provoked,USA,Florida,Lobstering,Undefined,43.0,Laceration to left forearm PROVOKED INCIDENT,No,Unknown
238,2016.07.2.a,2010's,Unprovoked,AUSTRALIA,New South Wales,Surfing,Undefined,18.0,"No injury. Leg rope severed, knocked off board by shark",No,
239,2016.07.2.a,2010's,Unprovoked,JAPAN,Kochi Prefecture,Surfing,Undefined,29.0,Lacerations to left leg,No,
240,2016.07.23.b,2010's,Unprovoked,AUSTRALIA,Tasmania,Surfing,Undefined,36.0,Calf bumped but no injury,No,
241,2016.07.23.a,2010's,Unprovoked,BAHAMAS,Abaco Islands,Spearfishing,Undefined,0.0,Lacerations to face and right leg,No,
242,2016.07.2.a,2010's,Provoked,AUSTRALIA,Queensland,Fishing,Undefined,31.0,Laceration to left calf from hooked shark PROVOKED INCIDENT,No,Unknown
243,2016.07.1.a,2010's,Boating,USA,Alabama,Fishing in Alabama Deep Fishing Rodeo,Unknown,0.0,"No injury, shark bit trolling motor",No,Unknown
244,2016.07.16.b,2010's,Unprovoked,USA,Florida,Surfing,Undefined,9.0,Minor injury to leg,No,
245,2016.07.16.a,2010's,Unprovoked,USA,Florida,Unknown,Undefined,11.0,Minor injury to toes,No,
246,2016.07.15.b,2010's,Unprovoked,USA,California,Kite surfing,Undefined,61.0,"No injury, board damaged",No,
247,2016.07.15.a,2010's,Unprovoked,USA,South Carolina,Swimming,Undefined,0.0,Puncture wounds to foot,No,
248,2016.07.1.a,2010's,Unprovoked,BAHAMAS,,Scuba Diving,Undefined,0.0,Face bruised when partly blind shark collided with him,No,
249,2016.07.0.a,2010's,Unprovoked,SPAIN,Canary Islands,Wading,Undefined,10.0,"5 tiny puncture marks to lower leg, treated with hydrogen peroxide",No,
250,2016.07.0.a,2010's,Boating,USA,California,Fishing for squid,Undefined,0.0,"No injury. Hull bitten, tooth fragment recovered",No,Unknown
251,2016.07.07.b,2010's,Provoked,USA,Massachusetts,Fishing,Undefined,59.0,Fin of hooked shark injured fisherman's forearm. . PROVOKED INCIDENT,No,Unknown
252,2016.07.07.a,2010's,Boating,USA,California,Fishing for sharks,Undefined,0.0,"No injury. Hull bitten, tooth fragment recovered",No,Unknown
253,2016.07.0.a,2010's,Unprovoked,USA,Florida,Swimming,Undefined,42.0,"Buttocks, thigh, left hand & wrist injured",No,
254,2016.07.0.a,2010's,Provoked,AUSTRALIA,Queensland,Fishing,Undefined,34.0,Right thigh injured by hooked pregnant female shark PROVOKED INCIDENT,No,Unknown
255,2016.06.2.a,2010's,Unprovoked,USA,South Carolina,Unknown,Undefined,35.0,Minor injury,No,
256,2016.06.2.a,2010's,Unprovoked,USA,North Carolina,Surfing,Undefined,11.0,Foot injured,No,
257,2016.06.2.a,2010's,Unprovoked,COLUMBIA,Isla Provedencia,Scuba Diving,Undefined,59.0,Severe bite to right hand,No,
258,2016.06.2.a,2010's,Unprovoked,SOUTH AFRICA,Western Cape Province,Spearfishing,Undefined,43.0,Injuries to left leg & right hand,No,
259,2016.06.21.b,2010's,Unprovoked,USA,South Carolina,Floating,Undefined,42.0,Lacerations and punctures to foot,No,
260,2016.06.21.a,2010's,Unprovoked,USA,Florida,Wading,Undefined,0.0,Injuries to right calf,No,
261,2016.06.15.b,2010's,Unprovoked,USA,Hawaii,Surfing,Undefined,0.0,Single puncture wound to arm,No,
262,2016.06.15.a,2010's,Provoked,AUSTRALIA,Western Australia,Spearfishing,Undefined,19.0,No injury but shark punctured his wetsuit after he prodded it with his spear PROVOKED INCIDENT,No,Unknown
263,2016.06.1.a,2010's,Unprovoked,USA,Texas,Floating in tube,Undefined,6.0,Injury to lower leg,No,
264,2016.06.1.a,2010's,Unprovoked,USA,North Carolina,Standing,Undefined,19.0,Laceration to wrist,No,
265,2016.06.0.a,2010's,Invalid,USA,South Carolina,Surfing,Undefined,27.0,"No injury, board damaged",Unknown,Unknown
266,2016.06.05.b,2010's,Unprovoked,USA,Florida,Swimming,Undefined,64.0,Leg bitten,No,
267,2016.06.05.a,2010's,Unprovoked,AUSTRALIA,Western Australia,Diving,Undefined,60.0,FATAL,Yes,
268,2016.06.0.a,2010's,Unprovoked,EGYPT,Suez,Swimming,Undefined,23.0,"Leg severely bitten, surgically amputated",No,
269,2016.06.02.b,2010's,Unprovoked,AUSTRALIA,New South Wales,Spearfishing,Undefined,0.0,"No injury, but sharks repeatedly hit their fins and guns",Unknown,
270,2016.06.02.a,2010's,Unprovoked,NEW CALEDONIA,,Kite surfing,Undefined,0.0,Laceration to heel,No,
271,2016.05.3.a,2010's,Unprovoked,AUSTRALIA,Western Australia,Surfing,Undefined,29.0,FATAL,Yes,
272,2016.05.29.b,2010's,Unprovoked,USA,California,Swimming,Undefined,52.0,Injuries to arm and shoulder,No,
273,2016.05.29.a,2010's,Unprovoked,USA,Florida,Swimming,Undefined,13.0,Injury to posterior right leg,No,
274,2016.05.2.a,2010's,Unprovoked,USA,Florida,Swimming,Undefined,57.0,Puncture wounds to thigh,No,
275,2016.05.21.b,2010's,Unprovoked,USA,Florida,Swimming,Undefined,22.0,Lacerations and puncture wounds to foot and ankle,No,
276,2016.05.21.a,2010's,Unprovoked,USA,Florida,Swimming,Undefined,11.0,"Back, arm & hand injured",No,
277,2016.05.1.a,2010's,Unprovoked,USA,Florida,Swimming,Undefined,48.0,Ankle bitten,No,
278,2016.05.1.a,2010's,Provoked,USA,Florida,Teasing a shark,Undefined,23.0,Arm grabbed PROVOKED INCIDENT,No,Unknown
279,2016.05.0.a,2010's,Unprovoked,USA,Hawaii,Floating,Undefined,59.0,Minor lacerations to right shoulder,No,
280,2016.05.0.a,2010's,Provoked,NEW ZEALAND,North Island,Fishing,Undefined,39.0,Foot bitten by landed shark PROVOKED INCIDENT,No,Unknown
281,2016.04.2.a,2010's,Unprovoked,INDONESIA,Bali,Surfing,Undefined,24.0,Elbow bitten,No,
282,2016.04.2.a,2010's,Unprovoked,USA,Florida,Surfing,Undefined,15.0,Minor injury to left foot,No,
283,2016.04.2.a,2010's,Unprovoked,SOUTH AFRICA,Western Cape Province,Surf-skiing,Undefined,0.0,"No injury, surf-ski bitten",No,
284,2016.04.1.a,2010's,Unprovoked,AUSTRALIA,New South Wales,Swimming,Undefined,12.0,Minor puncture wound to foot,No,
285,2016.04.18.b,2010's,Provoked,FRENCH POLYNESIA,Tuamotos,Spearfishing,Undefined,22.0,Laceration to knee by speared shark PROVOKED INCIDENT,Unknown,Unknown
286,2016.04.18.a,2010's,Provoked,FRENCH POLYNESIA,Tuamotos,Spearfishing,Undefined,26.0,"Severe lacerations to right forearm, hand and calf from speared shark PROVOKED INCIDENT",No,Unknown
287,2016.04.1.a,2010's,Unprovoked,USA,Florida,Spearfishing,Undefined,26.0,Multiple bites to right arm,No,
288,2016.04.0.a,2010's,Unprovoked,NEW CALEDONIA,Grand Terre,Walking,Undefined,69.0,FATAL,Yes,
289,2016.04.0.a,2010's,Invalid,CAPE VERDE,Boa Vista Island,Unknown,Undefined,60.0,"""Serious""",Unknown,Unknown
290,2016.04.07.b,2010's,Unprovoked,USA,Florida,Fishing,Undefined,34.0,Left hand bitten,No,
291,2016.04.07.a,2010's,Invalid,USA,Florida,Unknown,Undefined,0.0,Fell off board when spinner shark leapt from the water next to him. No injury to surfer,Unknown,Unknown
292,2016.03.3.a,2010's,Unprovoked,USA,Hawaii,Snorkeling,Undefined,46.0,Minor injury to left foot,No,
293,2016.03.3.a,2010's,Unprovoked,AUSTRALIA,New South Wales,Surfing,Undefined,22.0,Severe injury to thigh,No,
294,2016.03.28.b,2010's,Unprovoked,USA,Florida,Unknown,Undefined,0.0,Minor injury to arm. Possibly caused by smalll nurse shark,Unknown,
295,2016.03.28.a,2010's,Unprovoked,AUSTRALIA,New South Wales,Surfing,Undefined,41.0,"No injury, board dented",No,
296,2016.03.2.a,2010's,Provoked,BAHAMAS,,Unknown,Undefined,9.0,Minor injury to chest PROVOKED INCIDENT,No,Unknown
297,2016.03.1.a,2010's,Invalid,USA,California,Surfing,Unknown,0.0,Board reportedly bumped by shark. No injury,Unknown,Unknown
298,2016.03.1.a,2010's,Unprovoked,USA,Florida,Body surfing,Undefined,19.0,Lacerations to right foot and ankle,No,
299,2016.03.1.a,2010's,Unprovoked,FIJI,Vanua Levu,Diving for beche-de-mer,Undefined,45.0,FATAL,Yes,
300,2016.03.0.a,2010's,Unprovoked,USA,Florida,Unknown,Undefined,12.0,Superficial injury to foot,No,
301,2016.03.0.a,2010's,Unprovoked,AUSTRALIA,South Australia,Fishing,Undefined,0.0,Puncture wounds to right calf,No,
302,2016.03.0.a,2010's,Unprovoked,BRAZIL,Santa Catarina State,Swimming,Undefined,41.0,Minor injury to head,No,
303,2016.02.2.a,2010's,Unprovoked,NEW CALEDONIA,South Province,Kite surfing,Undefined,21.0,Puncture wounds to right thigh,No,
304,2016.02.1.a,2010's,Unprovoked,NEW CALEDONIA,South Province,Spearfishing,Undefined,31.0,Forearm bitten,No,
305,2016.02.1.a,2010's,Unprovoked,DOMINICAN REPUBLIC,Altagracia Province,Wading,Undefined,0.0,Avulsion injury to lower leg,No,
306,2016.02.1.a,2010's,Invalid,CAYMAN ISLANDS,Grand Cayman,Feeding stingrays?,Undefined,65.0,Minor injury to wrist from Southern stingray,Unknown,Unknown
307,2016.02.1.a,2010's,Invalid,AUSTRALIA,Tasmania,Surfing,Undefined,0.0,"No injury, knocked off board",Unknown,Unknown
308,2016.02.0.a,2010's,Unprovoked,AUSTRALIA,Queensland,Walking,Undefined,45.0,Foot nipped,No,
309,2016.02.0.a,2010's,Unprovoked,AUSTRALIA,New South Wales,Windsurfing,Undefined,40.0,"No injury, shark bit board",No,
310,2016.02.0.a,2010's,Unprovoked,BRAZIL,Balne�rio Cambori�,Swimming,Undefined,41.0,Lacerations to scalp,No,
311,2016.01.2.a,2010's,Boating,SOUTH AFRICA,KwaZulu-Natal,Kayak fishing,Undefined,0.0,"No injury, shark capsized kayak",No,Unknown
312,2016.01.2.a,2010's,Unprovoked,USA,Hawaii,Surfing,Undefined,0.0,Lacerations to both hands,No,
313,2016.01.2.a,2010's,Unprovoked,USA,Hawaii,Surfing,Undefined,15.0,No injury,No,
314,2016.01.24.b,2010's,Unprovoked,USA,Texas,Spearfishing,Undefined,0.0,"Bruised ribs & tail bone, speargun broken and wetsuit cut",No,
315,2016.01.24.a,2010's,Boating,UNITED ARAB EMIRATES,Fujairah Emirate,Fishing,Undefined,0.0,"No injury to occupants, shark leapt into boat",No,Unknown
316,2016.01.2.a,2010's,Unprovoked,USA,Hawaii,Paddle boarding,Undefined,48.0,No injury,No,
317,2016.01.1.a,2010's,Unprovoked,AUSTRALIA,Queensland,Surfing,Undefined,0.0,Laceration to right foot,No,
318,2016.01.0.a,2010's,Unprovoked,AUSTRALIA,Queensland,Wading,Undefined,11.0,Laceration to right calf,No,
319,2016.01.0.a,2010's,Unprovoked,AUSTRALIA,Queensland,Spearfishing,Undefined,31.0,Lacerations to arms & leg,No,
320,2015.12.2.a,2010's,Boating,SOUTH AFRICA,KwaZulu-Natal,Kayak Fishing,Undefined,0.0,"No injury, kayak damaged",No,Unknown
321,2015.12.2.a,2010's,Unprovoked,SPAIN,Grand Canary Island,Swimming,Undefined,38.0,Lacerations to left forearm,No,
322,2015.12.2.a,2010's,Unprovoked,USA,Hawaii,Paddle boarding,Undefined,71.0,"No injury, shark bit board",No,
323,2015.12.21.b,2010's,Unprovoked,AUSTRALIA,New South Wales,Surfing,Undefined,43.0,"No injury, shark leapt on surfboard",No,
324,2015.12.21.a,2010's,Unprovoked,BRAZIL,Pernambuco,Scuba diving,Undefined,32.0,Right hand & part of forearm removed,No,
325,2015.12.1.a,2010's,Unprovoked,ARUBA,,Unknown,Undefined,58.0,FATAL,Yes,
326,2015.12.1.a,2010's,Boating,AUSTRALIA,New South Wales,Fishing,Unknown,0.0,"No injury, shark rammed boat & bit motor",No,Unknown
327,2015.12.1.a,2010's,Unprovoked,BAHAMAS,,Lobster fishing,Undefined,26.0,"Bitten on thigh, abdomen & hand",No,
328,2015.12.0.a,2010's,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Swimming / Wading,Undefined,22.0,Lacerations to both hands and forearms,No,
329,2015.11.2.a,2010's,Unprovoked,ECUADOR,Galapagos Islands,Snorkeling,Undefined,55.0,Lacerations to left calf,No,
330,2015.11.1.a,2010's,Unprovoked,USA,Florida,Surfing,Undefined,0.0,Right heel injured,No,
331,2015.11.15.b,2010's,Unprovoked,USA,Florida,Swimming,Undefined,0.0,Leg injured,No,
332,2015.11.15.a,2010's,Unprovoked,USA,Florida,Surfing,Undefined,28.0,Lacerations to hand,No,
333,2015.11.1.a,2010's,Unprovoked,AUSTRALIA,New South Wales,Surfing,Undefined,20.0,Injury to left thigh,No,
334,2015.12.2.a,2010's,Invalid,USA,Florida,Surfing,Undefined,9.0,Lower left leg injured,Unknown,Unknown
335,2015.11.0.a,2010's,Unprovoked,USA,Hawaii,Swimming,Undefined,54.0,Laceration to right ankle,No,
336,2015.11.01.b,2010's,Unprovoked,USA,Florida,Wading,Undefined,28.0,Injury to right ankle/calf & hand,No,
337,2015.11.01.a,2010's,Unprovoked,MOZAMBIQUE,Inhambane Province,Fishing,Undefined,19.0,"Arms severely injured, surgically amputated",No,
338,2015.10.3.a,2010's,Unprovoked,AUSTRALIA,Western Australia,Spearfishing,Undefined,50.0,Minor injury,No,
339,2015.10.28.a,2010's,Unprovoked,USA,Hawaii,Body boarding,Undefined,10.0,"Lacerations & puncture wounds to right thigh, calf & ankle",No,
340,2015.10.2.a,2010's,Unprovoked,SOUTH AFRICA,Western Cape Province,Surfing,Undefined,42.0,"Lacerations to right calf, knee & hip",No,
341,2015.10.2.a,2010's,Unprovoked,USA,Florida,Surfing,Undefined,21.0,Lacerations to left hand,No,
342,2015.10.1.a,2010's,Unprovoked,USA,Florida,Surfing,Undefined,21.0,Left foot bitten,No,
343,2015.10.17.c,2010's,Unprovoked,MOZAMBIQUE,Inhambane Province,Fishing for shrimp,Undefined,35.0,FATAL,Yes,
344,2015.10.17.b,2010's,Invalid,USA,Hawaii,Surfing,Undefined,32.0,Left foot bitten by eel,Unknown,Unknown
345,2015.10.17.a,2010's,Unprovoked,USA,Hawaii,Swimming,Undefined,44.0,Severe injuries to lower legs. Foot later surgically amputated.,No,
346,2015.10.1.a,2010's,Boating,USA,California,Kayak Fishing,Undefined,0.0,"No injury, shark rammed kayak repeatedly",No,Unknown
347,2015.10.09.b,2010's,Unprovoked,USA,South Carolina,Boogie boarding,Undefined,9.0,Laceration to forearm,No,
348,2015.10.09.a,2010's,Unprovoked,USA,Hawaii,Surfing,Undefined,25.0,"Left leg severed below the knee, defense injuries to left hand",No,
349,2015.10.0.a,2010's,Unprovoked,MOZAMBIQUE,Inhambane Province,Fishing,Undefined,0.0,"Arm severely injured, surgically amputated",No,
350,2015.10.0.a,2010's,Unprovoked,AUSTRALIA,Western Australia,Surfing,Undefined,18.0,Foot injured,No,
351,2015.10.05.b,2010's,Unprovoked,USA,Florida,Body boarding,Undefined,22.0,2 lacerations to ankle,No,
352,2015.10.05.a,2010's,Unprovoked,USA,Texas,Wading,Undefined,13.0,Foot & hands bitten,No,
353,2015.10.0.a,2010's,Unprovoked,USA,Florida,Surfing,Undefined,14.0,Severe lacerations to left hand,No,
354,2015.09.2.a,2010's,Unprovoked,USA,Florida,Surfing,Undefined,22.0,"Laceration to heel, puncture wounds to dorsum of foot",No,
355,2015.09.2.a,2010's,Unprovoked,AUSTRALIA,Queensland,Snorkeling,Undefined,7.0,Laceration to leg,No,
356,2015.09.2.a,2010's,Boating,USA,California,Kayak fishing,Undefined,0.0,"No injury, kayak damaged",No,Unknown
357,2015.09.20.d,2010's,Unprovoked,USA,Florida,Surfing,Undefined,14.0,Minor injury to left ankle,No,
358,2015.09.20.c,2010's,Unprovoked,USA,Hawaii,Spearfishing,Undefined,27.0,Severe laceration to left leg,No,
359,2015.09.20.b,2010's,Unprovoked,USA,Florida,Wading,Undefined,12.0,Significant injuries to leg,No,
360,2015.09.20.a,2010's,Unprovoked,USA,Florida,Photographing fish,Undefined,16.0,Injury to right hand / wrist,No,
361,2015.09.1.a,2010's,Boating,USA,California,Kayak Fishing,Undefined,0.0,No injury,No,Unknown
362,2015.09.1.a,2010's,Unprovoked,USA,Florida,Swimming,Undefined,0.0,Lacerations to calf,No,
363,2015.09.1.a,2010's,Unprovoked,USA,Florida,Surfing,Undefined,20.0,Injury to right foot,No,
364,2015.09.0.a,2010's,Unprovoked,AUSTRALIA,New South Wales,Surfing,Undefined,42.0,Minor laceration to hand,No,
365,2015.09.0.a,2010's,Unprovoked,USA,California,Stand-Up Paddleboarding,Undefined,50.0,"No injury, shark struck board, tossing her into the sea",No,
366,2015.09.0.a,2010's,Provoked,USA,California,Kayak Fishing,Undefined,29.0,Laceration to dorsum of foot by hooked shark  PROVOKED INCIDENT,No,Unknown
367,2015.09.0.a,2010's,Unprovoked,AUSTRALIA,New South Wales,Surf-skiing,Undefined,62.0,Inuries to lower left leg & ankle,No,
368,2015.09.0.a,2010's,Unprovoked,USA,South Carolina,Unknown,Undefined,0.0,Right foot bitten,No,
369,2015.09.0.a,2010's,Unprovoked,THAILAND,Phuket,Wading,Undefined,37.0,Left foot & ankle bitten,No,
370,2015.09.0.a,2010's,Unprovoked,FIJI,,Spearfishing,Undefined,0.0,Leg bitten,No,
371,2015.08.29.b,2010's,Unprovoked,USA,California,Surfing,Undefined,54.0,"No injury, surfboard bitten",No,
372,2015.08.29.a,2010's,Unprovoked,USA,California,Surfing,Undefined,21.0,"No injury, shark struk sufer's leg and his board",No,
373,2015.08.22.b,2010's,Invalid,USA,Florida,Unknown,Undefined,0.0,Wound to right lower leg,Unknown,Unknown
374,2015.08.22.a,2010's,Unprovoked,AUSTRALIA,New South Wales,Surfing,Undefined,38.0,Severe laceration to left buttock & thigh,No,
375,2015.08.2.a,2010's,Unprovoked,USA,South Carolina,Surfing,Undefined,15.0,"Injuries to left calf, arm and hand",No,
376,2015.08.1.a,2010's,Unprovoked,USA,Florida,Walking,Undefined,10.0,Lacerations to right leg,No,
377,2015.08.18.b,2010's,Boating,USA,California,Kayak Fishing,Undefined,22.0,"No injury, kayak bitten",No,Unknown
378,2015.08.18.a,2010's,Invalid,SPAIN,Alicante,Swimming,Undefined,10.0,Minor injury when he attempted to touch a fish. ,Unknown,Unknown
379,2015.08.1.a,2010's,Provoked,USA,California,Spearfishing,Undefined,57.0,Right hand bitten  PROVOKED INCIDENT,No,Unknown
380,2015.07.3.a,2010's,Unprovoked,AUSTRALIA,New South Wales,Surfing,Undefined,52.0,"Lacerations and puncture wounds to hip, thigh, arm and hand",No,
381,2015.07.2.a,2010's,Unprovoked,COSTA RICA,Guanacaste,Surfing,Undefined,47.0,Minor inuries to toes,No,
382,2015.07.2.a,2010's,,AUSTRALIA,Victoria,Surfing,Undefined,40.0,Injury to hand,Unknown,Unknown
383,2015.07.26.b,2010's,Unprovoked,USA,Florida,Surfing,Undefined,25.0,Minor injury to sole of foot,No,
384,2015.07.26.a,2010's,Invalid,USA,South Carolina,Floating,Undefined,35.0,"2' cut to dorsum of foot, 2 puncture wounds to sole",Unknown,Unknown
385,2015.07.2.a,2010's,Unprovoked,AUSTRALIA,Tasmania,Scallop diving on hookah,Undefined,46.0,FATAL,Yes,
386,2015.07.23.b,2010's,Provoked,USA,California,Kayak Fishing,Undefined,31.0,No injury to occupant. Kayak bitten by gaffed shark. PROVOKED INCIDENT,No,Unknown
387,2015.07.23.a,2010's,Unprovoked,AUSTRALIA,Victoria,Surfing,Undefined,40.0,Left hand bitten,No,
388,2015.07.2.a,2010's,Unprovoked,REUNION,,Surfing,Undefined,45.0,Arm bitten,No,
389,2015.07.1.a,2010's,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,Undefined,34.0,No injury,No,
390,2015.07.1.a,2010's,Unprovoked,USA,California,Surfing,Undefined,38.0,"No injury, shark bumped & damaged board",No,
391,2015.07.0.a,2010's,Invalid,USA,California,Treading water,Undefined,39.0,Laceration to back,Unknown,Unknown
392,2015.07.0.a,2010's,Invalid,FRENCH POLYNESIA,Bora Bora,Swimming,Undefined,0.0,Parallel lacerations to torso inconsistent with shark bite,Unknown,Unknown
